,5/13/2012,5/14/2012,5/15/2012,5/16/2012,5/17/2012,5/18/2012,5/19/2012,5/20/2012,5/21/2012,5/22/2012,5/23/2012,5/24/2012,5/25/2012,5/26/2012,5/27/2012,5/28/2012,5/29/2012,5/30/2012,5/31/2012,6/1/2012,6/2/2012,6/3/2012,6/4/2012,6/5/2012,6/6/2012,6/7/2012,6/8/2012,6/9/2012,6/10/2012,6/11/2012,6/12/2012,6/13/2012,6/14/2012,6/15/2012,6/16/2012,6/17/2012,6/18/2012,6/19/2012,6/20/2012,6/21/2012,6/22/2012,6/23/2012,6/24/2012,6/25/2012,6/26/2012,6/27/2012,6/28/2012,6/29/2012,6/30/2012,7/1/2012,7/2/2012,7/3/2012,7/4/2012,7/5/2012,7/6/2012,7/7/2012,7/8/2012,7/9/2012,7/10/2012,7/11/2012,7/12/2012,7/13/2012,7/14/2012,7/15/2012,7/16/2012,7/17/2012,7/18/2012,7/19/2012,7/20/2012,7/21/2012,7/22/2012,7/23/2012,7/24/2012,7/25/2012,7/26/2012,7/27/2012,7/28/2012,7/29/2012,7/30/2012,7/31/2012,8/1/2012,8/2/2012,8/3/2012,8/4/2012,8/5/2012,8/6/2012,8/7/2012,8/8/2012,8/9/2012,8/10/2012,8/11/2012,8/12/2012,8/13/2012,8/14/2012,8/15/2012,8/16/2012,8/17/2012,8/18/2012,8/19/2012,8/20/2012,8/21/2012,8/22/2012,8/23/2012,8/24/2012,8/25/2012,8/26/2012,8/27/2012,8/28/2012,8/29/2012,8/30/2012,8/31/2012,9/1/2012,9/2/2012,9/3/2012,9/4/2012,9/5/2012,9/6/2012,9/7/2012,9/8/2012,9/9/2012,9/10/2012,9/11/2012,9/12/2012,9/13/2012,9/14/2012,9/15/2012,9/16/2012,9/17/2012,9/18/2012,9/19/2012,9/20/2012,9/21/2012,9/22/2012,9/23/2012,9/24/2012,9/25/2012,9/26/2012,9/27/2012,9/28/2012,9/29/2012,9/30/2012,10/1/2012,10/2/2012,10/3/2012,10/4/2012,10/5/2012,10/6/2012,10/7/2012,10/8/2012,10/9/2012,10/10/2012,10/11/2012,10/12/2012,10/13/2012,10/14/2012,10/15/2012,10/16/2012,10/17/2012,10/18/2012,10/19/2012,10/20/2012,10/21/2012,10/22/2012,10/23/2012,10/24/2012,10/25/2012,10/26/2012,10/27/2012,10/28/2012,10/29/2012,10/30/2012,10/31/2012,11/1/2012,11/2/2012,11/3/2012,11/4/2012,11/5/2012,11/6/2012,11/7/2012,11/8/2012,11/9/2012,11/10/2012
ETr LIRF (mm/d),7.34,7.71,7.22,7.65,8.6,8.1,6.73,5.81,9.73,7.93,5.49,8.21,7.77,8.89,9.22,7.02,3.12,9.51,11.26,8.71,8.37,10.17,7.22,3.69,7.15,7.39,8.74,8.2,8.13,11.49,11.21,8.79,10.85,8.44,7.37,7.29,8.38,11.26,10.38,7.99,7.49,8.08,8.6,8.17,8.69,11.33,10.34,7.76,7.73,8.07,8.06,8.04,8.75,6,7.46,7.01,7.4,7.81,8.8,11.25,6.8,6.14,5.64,5.65,9.81,9.75,7.26,4.78,6.51,5.58,7.29,6.81,6.09,3.56,6.87,4.48,2.67,2.39,6.17,6.87,5.52,6.75,5.97,5.41,6.2,6.2,4.22,3.21,5.89,5.91,4.56,4.89,4.86,5.13,5.43,5.94,5.91,5.62,6.66,6.54,6.65,4.58,5.54,5.22,5.31,6.27,6.11,5.13,6.97,5.12,5.77,5.34,5.54,5,5.26,6.15,6.94,5.6,6.54,4.53,2.6,1.69,1.08,2.81,3.97,0.7,2.53,4.44,4.76,3.92,3.58,4.74,3.85,5.67,5.15,4.81,4,0.48,3.53,3.83,3.6,4.32,4.66,3.22,2.34,5.68,3.4,3.75,4.54,3.93,1.65,4.34,2.31,2.82,1.66,2.65,2.26,1.59,1.78,2.29,0.74,3.22,3.02,2.67,1.54,2.34,2.52,2.77,0.23,0.44,0.86,2.06,3.37,1.71,2.29,2.3,3.26,2.74,2.03,2.39,2.13,2.06
