TOA5,GLY04,CR1000,12665,CR1000.Std.14,CPU:GLY04f.CR1,11497,H60
TIMESTAMP,RECORD,AirTemp_Avg,RH_Avg,Vap_Press_Avg,HrlySolRad_Avg,WindSpeed,WindDir,WindDir_STDD,Rain_Tot,SoilTemp_5cm_Avg,SoilTemp_15cm_Avg,HWG_speed,HWG_time,HWG_Dir,BaPress_Avg,AVPT_Avg,SVPT_Avg,DOY
TS,RN,Celcius,fraction,kPa,kJ/m^2/min,m/s,Deg,Deg,mm,Celcius,Celcius,m/s,,,kPa,kPa,kPa,
,,Avg,Avg,Avg,Avg,WVc,WVc,WVc,Tot,Avg,Avg,Max,SMM,SMM,Avg,Avg,Avg,Smp
2013-01-30 03:00:00,26899,-12.38,0.814,0.193,0.004,0.15,199.3,26.31,0,-0.484,-0.18,1.325,120,241.7,85.30626,0.192,0.236,30
2013-01-30 04:00:00,26900,-12.4,0.835,0.197,0.002,0.955,213.5,21.71,0,-0.533,-0.177,2.375,208,209.5,85.28504,0.197,0.236,30
2013-01-30 05:00:00,26901,-13.15,0.864,0.192,0.001,0.943,104.1,23.11,0,-0.595,-0.17,2.675,241,144.5,85.24654,0.191,0.222,30
2013-01-30 06:00:00,26902,-13.88,0.865,0.182,0.004,1.389,76.7,33.85,0,-0.664,-0.168,2.525,307,13.93,85.20575,0.181,0.209,30
2013-01-30 07:00:00,26903,-13.43,0.871,0.19,0.014,1.472,102.2,19.67,0,-0.738,-0.17,2.675,415,128.8,85.15042,0.189,0.217,30
2013-01-30 08:00:00,26904,-12.07,0.862,0.209,1.574,1.452,103.5,11.64,0,-0.809,-0.175,2.975,476,142.5,85.09174,0.209,0.242,30
2013-01-30 09:00:00,26905,-10.26,0.835,0.234,8.95,2.064,70.72,11.25,0,-0.87,-0.187,2.975,498,94.2,85.04008,0.234,0.28,30
2013-01-30 10:00:00,26906,-8.81,0.808,0.254,9.75,2.054,46.84,17.13,0,-0.904,-0.198,3.2,556,53.65,85.0577,0.254,0.314,30
2013-01-30 11:00:00,26907,-7.134,0.75,0.268,11.78,1.39,354.5,24.96,0,-0.904,-0.206,3.275,633,14.38,85.06146,0.268,0.358,30
2013-01-30 12:00:00,26908,-5.46,0.665,0.271,12.56,1.033,340.8,28.24,0,-0.884,-0.217,2.825,667,354.6,85.07917,0.27,0.407,30
2013-01-30 13:00:00,26909,-3.95,0.592,0.27,15.43,0.901,333.8,33.97,0,-0.844,-0.228,2.525,755,309.5,85.03968,0.27,0.456,30
2013-01-30 14:00:00,26910,-2.273,0.547,0.283,17.14,0.692,125.6,28.56,0,-0.801,-0.244,2.525,837,137.8,85.00003,0.282,0.517,30
2013-01-30 15:00:00,26911,-1.151,0.56,0.314,9.99,1.805,164.9,15.09,0,-0.753,-0.255,3.875,859,166.9,84.96728,0.314,0.562,30
2013-01-30 16:00:00,26912,-0.024,0.567,0.346,6.095,1.606,182.7,18.34,0,-0.71,-0.256,2.6,908,184.5,84.96963,0.346,0.61,30
2013-01-30 17:00:00,26913,0.14,0.587,0.362,2.048,0.7,171.9,7.055,0,-0.673,-0.256,2.375,969,169.1,84.98392,0.362,0.617,30
2013-01-30 18:00:00,26914,-0.218,0.611,0.367,0.09,0.62,209.2,12.73,0,-0.646,-0.255,2.15,1020,239.9,84.99632,0.367,0.601,30
2013-01-30 19:00:00,26915,-0.738,0.642,0.371,0,0.088,19.86,1.728,0,-0.627,-0.254,1.325,1131,24.58,85.0373,0.371,0.579,30
2013-01-30 20:00:00,26916,-2.097,0.753,0.394,0,1.045,97.4,20.15,0,-0.61,-0.252,2.225,1180,79.98,85.05624,0.394,0.524,30
2013-01-30 21:00:00,26917,-2.954,0.778,0.382,0,1.239,88,8,0,-0.607,-0.246,2.45,1232,77.89,85.06906,0.382,0.492,30
2013-01-30 22:00:00,26918,-3.314,0.784,0.375,0,0.714,74.38,25.93,0,-0.619,-0.24,2.225,1278,131.1,85.09791,0.375,0.478,30
2013-01-30 23:00:00,26919,-3.967,0.778,0.354,0,1.332,50.01,40.13,0,-0.631,-0.238,3.125,1338,3.46,85.08388,0.354,0.456,30
2013-01-31 00:00:00,26920,-4.49,0.81,0.355,0,0.538,197.8,27.63,0,-0.654,-0.237,3.05,1381,176.8,85.12781,0.354,0.438,31
2013-01-31 01:00:00,26921,-4.699,0.807,0.348,0,0.573,216,22.31,0,-0.681,-0.236,1.775,45,206.8,85.13718,0.348,0.431,31
2013-01-31 02:00:00,26922,-5.198,0.85,0.353,0,0.573,50.37,12.24,0,-0.713,-0.239,2.225,77,34.8,85.14514,0.352,0.415,31
2013-01-31 03:00:00,26923,-4.444,0.823,0.362,0,0.937,51.43,12.62,0,-0.738,-0.243,2.825,174,79.3,85.19137,0.361,0.439,31
2013-01-31 04:00:00,26924,-3.822,0.836,0.385,0,3.268,63.03,11.25,0,-0.76,-0.248,5.75,238,82.2,85.2364,0.385,0.461,31
2013-01-31 05:00:00,26925,-4.247,0.861,0.384,0,3.356,91.7,8.4,0,-0.781,-0.257,5.6,249,75.63,85.33101,0.384,0.446,31
2013-01-31 06:00:00,26926,-5.267,0.874,0.361,0,2.323,102.2,7.519,0,-0.797,-0.258,3.725,318,107.6,85.37847,0.361,0.413,31
2013-01-31 07:00:00,26927,-6.223,0.886,0.34,0.005,2.197,103,11.3,0,-0.814,-0.259,3.35,391,120.1,85.47543,0.34,0.384,31
2013-01-31 08:00:00,26928,-5.415,0.868,0.355,0.837,2.083,133.5,10.26,0,-0.841,-0.266,3.8,452,147.5,85.60108,0.355,0.409,31
2013-01-31 09:00:00,26929,-4.214,0.874,0.391,4.991,1.811,200.9,12.55,0,-0.865,-0.268,3.5,522,228.2,85.72613,0.39,0.447,31
2013-01-31 10:00:00,26930,-2.947,0.805,0.396,11.1,2.241,193,16.63,0,-0.866,-0.277,4.25,595,198.1,85.83021,0.396,0.492,31
2013-01-31 11:00:00,26931,-1.429,0.754,0.415,24.82,3.032,144.9,19.46,0,-0.841,-0.288,5.225,648,88,85.83897,0.415,0.551,31
2013-01-31 12:00:00,26932,0.607,0.656,0.418,34.5,3.194,100,16.17,0,-0.799,-0.299,5.375,713,81.3,85.8817,0.418,0.639,31
2013-01-31 13:00:00,26933,2.047,0.588,0.416,31.21,2.951,104.6,25.44,0,-0.743,-0.306,6.95,732,128.1,85.8297,0.416,0.708,31
2013-01-31 14:00:00,26934,3.371,0.539,0.419,31.77,2.734,108,20.83,0,-0.691,-0.306,5.375,816,104.3,85.75795,0.419,0.778,31
2013-01-31 15:00:00,26935,3.762,0.521,0.417,24.49,3.148,137.6,14.56,0,-0.65,-0.308,5.825,850,146.6,85.73268,0.417,0.8,31
2013-01-31 16:00:00,26936,3.81,0.524,0.42,15.84,2.541,124.8,12.75,0,-0.612,-0.303,4.25,904,129.2,85.71916,0.421,0.802,31
2013-01-31 17:00:00,26937,2.869,0.57,0.427,5.954,2.287,123.2,10.03,0,-0.582,-0.297,3.425,980,127.3,85.72253,0.427,0.751,31
2013-01-31 18:00:00,26938,-0.198,0.735,0.442,0.137,2.414,139.2,7.06,0,-0.555,-0.288,4.85,1047,147.3,85.74698,0.442,0.603,31
2013-01-31 19:00:00,26939,-2.209,0.833,0.433,0,2.221,122.5,8.11,0,-0.532,-0.275,3.425,1120,116.2,85.78098,0.433,0.519,31
2013-01-31 20:00:00,26940,-3.133,0.871,0.423,0,1.68,81.1,12.77,0,-0.513,-0.267,2.525,1146,118.1,85.81298,0.422,0.485,31
2013-01-31 21:00:00,26941,-3.892,0.883,0.405,0,1.476,49.67,6.67,0,-0.506,-0.258,2.525,1209,67.32,85.87518,0.405,0.458,31
2013-01-31 22:00:00,26942,-4.232,0.889,0.397,0,0.993,10.67,15.65,0,-0.498,-0.257,1.925,1320,286.1,85.90621,0.397,0.446,31
2013-01-31 23:00:00,26943,-5.144,0.914,0.381,0,1.414,341.5,13.63,0,-0.507,-0.254,2.45,1356,1.706,85.89941,0.381,0.417,31
2013-02-01 00:00:00,26944,-6.054,0.912,0.355,0,2.015,351.4,11.74,0,-0.521,-0.247,3.05,1400,333.3,85.86975,0.355,0.389,32
2013-02-01 01:00:00,26945,-6.755,0.911,0.336,0,1.736,347.2,13.73,0,-0.542,-0.247,2.525,46,342.8,85.84602,0.335,0.368,32
2013-02-01 02:00:00,26946,-7.672,0.907,0.312,0,2.07,332.8,15.82,0,-0.57,-0.241,3.2,105,335.3,85.80424,0.311,0.343,32
2013-02-01 03:00:00,26947,-8.06,0.902,0.301,0,1.416,322.6,24,0,-0.604,-0.238,3.5,134,280.6,85.79735,0.3,0.333,32
2013-02-01 04:00:00,26948,-7.932,0.901,0.303,0,1.513,324.9,20.89,0,-0.643,-0.238,3.05,236,350.5,85.75339,0.303,0.336,32
2013-02-01 05:00:00,26949,-8.02,0.906,0.303,0,1.484,274.3,31.16,0,-0.683,-0.238,3.2,262,223.4,85.74336,0.302,0.334,32
2013-02-01 06:00:00,26950,-8.52,0.93,0.299,0,0.273,210.5,9.41,0,-0.723,-0.238,1.775,300,204.5,85.73303,0.299,0.321,32
2013-02-01 07:00:00,26951,-8.73,0.936,0.296,0.01,0.864,356.7,20.41,0,-0.768,-0.239,2.375,415,273.3,85.72747,0.296,0.316,32
2013-02-01 08:00:00,26952,-8.34,0.93,0.303,0.929,0.737,254,40.57,0,-0.814,-0.254,2.825,431,218.5,85.74811,0.303,0.326,32
2013-02-01 09:00:00,26953,-5.214,0.87,0.362,12.85,1.217,302.3,28.28,0,-0.858,-0.263,2.675,522,311.2,85.77531,0.361,0.417,32
2013-02-01 10:00:00,26954,-0.666,0.752,0.437,22.49,1.033,278.4,50.83,0,-0.884,-0.28,4.1,597,284.8,85.75626,0.437,0.583,32
2013-02-01 11:00:00,26955,2.93,0.615,0.461,28.41,1.041,222.9,27.07,0,-0.868,-0.301,3.875,609,293.9,85.71253,0.462,0.757,32
2013-02-01 12:00:00,26956,5.783,0.494,0.453,31.74,0.623,152.3,17.91,0,-0.812,-0.315,2.3,670,125.4,85.66931,0.453,0.924,32
2013-02-01 13:00:00,26957,8.03,0.403,0.432,24.98,1.027,198.4,44.06,0,-0.75,-0.326,2.975,750,135.3,85.56676,0.432,1.077,32
2013-02-01 14:00:00,26958,8.87,0.32,0.364,13.95,2.3,281.2,22.64,0,-0.689,-0.326,4.325,833,291.9,85.52122,0.364,1.138,32
2013-02-01 15:00:00,26959,9.3,0.283,0.331,15.01,6.566,288.8,13.34,0,-0.637,-0.325,12.42,890,292,85.52632,0.331,1.172,32
2013-02-01 16:00:00,26960,9.04,0.293,0.337,16.12,9.1,293.4,9.61,0,-0.6,-0.325,12.73,909,305.4,85.52837,0.337,1.151,32
2013-02-01 17:00:00,26961,7.83,0.311,0.329,6.258,9.15,293.3,10.04,0,-0.566,-0.317,13.48,966,291.5,85.53971,0.33,1.061,32
2013-02-01 18:00:00,26962,5.568,0.409,0.37,0.164,7.444,308.7,8.29,0,-0.538,-0.309,11.83,1079,346,85.66145,0.37,0.908,32
2013-02-01 19:00:00,26963,3.826,0.586,0.47,0.003,8.6,320.8,7.969,0,-0.517,-0.301,12.8,1082,326.1,85.83602,0.47,0.804,32
2013-02-01 20:00:00,26964,3.41,0.572,0.445,0,5.395,331.4,8.56,0,-0.497,-0.288,8.45,1141,337.8,85.90041,0.446,0.78,32
2013-02-01 21:00:00,26965,0.472,0.701,0.443,0,3.192,6.576,16.06,0,-0.485,-0.285,5.3,1259,4.875,85.95248,0.443,0.633,32
2013-02-01 22:00:00,26966,-0.355,0.708,0.421,0,3.857,8.94,11.33,0,-0.467,-0.274,6.65,1269,17.44,85.92461,0.421,0.595,32
2013-02-01 23:00:00,26967,-2.216,0.773,0.402,0,1.368,36.39,12.55,0,-0.456,-0.267,3.275,1333,29.79,85.95714,0.401,0.519,32
2013-02-02 00:00:00,26968,-3.043,0.797,0.389,0,1.694,208.2,45.66,0,-0.449,-0.258,3.875,1428,211.6,86.01189,0.389,0.488,33
2013-02-02 01:00:00,26969,-3.758,0.842,0.39,0,1.557,187.5,9.61,0,-0.447,-0.257,3.125,27,167.1,86.05532,0.39,0.463,33
2013-02-02 02:00:00,26970,-4.421,0.873,0.384,0,0.496,166.6,15.7,0,-0.448,-0.25,2.675,118,9.57,86.11012,0.384,0.44,33
2013-02-02 03:00:00,26971,-5.733,0.912,0.364,0,0.899,349.3,40.08,0,-0.457,-0.247,3.05,165,7.164,86.20736,0.364,0.399,33
2013-02-02 04:00:00,26972,-6.151,0.901,0.348,0,1.337,335.7,54.63,0,-0.479,-0.245,2.975,201,8.15,86.23001,0.348,0.387,33
2013-02-02 05:00:00,26973,-6.221,0.894,0.343,0,1.285,355.9,32.08,0,-0.505,-0.237,4.7,264,334.4,86.24033,0.343,0.384,33
2013-02-02 06:00:00,26974,-7.306,0.903,0.319,0,0.947,332.4,33.55,0,-0.538,-0.231,2.75,357,323.1,86.25583,0.319,0.353,33
2013-02-02 07:00:00,26975,-8.38,0.906,0.295,0.015,1.334,297.2,18.67,0,-0.574,-0.233,2.975,409,289.9,86.24796,0.294,0.325,33
2013-02-02 08:00:00,26976,-7.59,0.888,0.307,3.499,1.719,323.7,12.72,0,-0.618,-0.231,2.825,461,329.1,86.27715,0.307,0.346,33
2013-02-02 09:00:00,26977,-3.28,0.8,0.384,14.2,0.608,317.9,18.81,0,-0.664,-0.234,2.375,483,335.3,86.30505,0.384,0.483,33
2013-02-02 10:00:00,26978,0.309,0.694,0.433,22.62,0.462,195.6,20.9,0,-0.7,-0.249,2,592,194.7,86.29099,0.433,0.625,33
2013-02-02 11:00:00,26979,2.735,0.578,0.428,29.21,1.228,235.4,32.65,0,-0.699,-0.261,2.75,612,218.8,86.27042,0.428,0.745,33
2013-02-02 12:00:00,26980,5.713,0.464,0.424,32.95,0.801,288.3,50.53,0,-0.664,-0.275,2.525,669,251.9,86.22008,0.425,0.918,33
2013-02-02 13:00:00,26981,7.657,0.387,0.405,33.46,1.346,353.2,48.57,0,-0.628,-0.284,4.1,769,21.5,86.14846,0.405,1.048,33
2013-02-02 14:00:00,26982,9.51,0.316,0.375,30.66,1.649,63.46,29.1,0,-0.594,-0.288,3.575,827,83.1,86.10375,0.375,1.189,33
2013-02-02 15:00:00,26983,10.73,0.272,0.35,24.71,2.556,109.8,17.11,0,-0.56,-0.286,5.15,869,120.8,86.07677,0.35,1.289,33
2013-02-02 16:00:00,26984,11.5,0.232,0.314,16.36,2.937,139.2,11.52,0,-0.531,-0.28,4.4,931,149.6,86.08009,0.314,1.357,33
2013-02-02 17:00:00,26985,10.83,0.224,0.29,6.349,3.371,47.37,25.65,0,-0.506,-0.278,6.35,997,0.048,86.09776,0.29,1.301,33
2013-02-02 18:00:00,26986,6.088,0.297,0.277,0.153,2.76,9.45,11.12,0,-0.481,-0.27,5.75,1021,29.03,86.14759,0.277,0.946,33
2013-02-02 19:00:00,26987,3.933,0.355,0.286,0.007,2.187,9.55,20.68,0,-0.463,-0.259,3.95,1081,1.056,86.20008,0.286,0.811,33
2013-02-02 20:00:00,26988,1.317,0.458,0.306,0,1.986,157.2,28.77,0,-0.445,-0.249,4.25,1143,32.03,86.24165,0.306,0.674,33
2013-02-02 21:00:00,26989,-0.528,0.535,0.314,0,1.278,142.5,20.86,0,-0.429,-0.246,2.825,1205,131.1,86.31067,0.314,0.589,33
2013-02-02 22:00:00,26990,-1.688,0.622,0.335,0,0.6,207.4,8.91,0,-0.417,-0.239,1.625,1261,167.6,86.33943,0.335,0.54,33
2013-02-02 23:00:00,26991,-2.663,0.669,0.336,0,1.015,28.98,12.95,0,-0.41,-0.234,2.825,1345,66.13,86.33821,0.336,0.503,33
2013-02-03 00:00:00,26992,-4.556,0.748,0.326,0,1.605,1.379,10.51,0,-0.41,-0.228,2.525,1409,0.216,86.29951,0.326,0.436,34
2013-02-03 01:00:00,26993,-5.299,0.78,0.322,0,1.256,343.8,9.25,0,-0.418,-0.226,2.225,29,329.2,86.25525,0.321,0.412,34
2013-02-03 02:00:00,26994,-6.477,0.847,0.319,0,0.233,3.742,13.69,0,-0.426,-0.225,1.55,96,318.4,86.18816,0.319,0.376,34
2013-02-03 03:00:00,26995,-7.079,0.847,0.305,0,0.825,345.8,8.14,0,-0.445,-0.216,2.3,158,343.3,86.12747,0.304,0.359,34
2013-02-03 04:00:00,26996,-7.411,0.841,0.295,0,1.036,330.1,11.83,0,-0.467,-0.209,1.775,197,319.9,86.04794,0.295,0.35,34
2013-02-03 05:00:00,26997,-7.594,0.84,0.29,0,1.783,319,10.65,0,-0.496,-0.209,2.9,282,311.2,85.99706,0.29,0.345,34
2013-02-03 06:00:00,26998,-7.45,0.848,0.296,0,1.281,304.6,27.65,0,-0.529,-0.209,2.15,349,288.1,85.9193,0.296,0.349,34
2013-02-03 07:00:00,26999,-7.3,0.851,0.301,0.024,1.071,285.8,14.34,0,-0.563,-0.209,2.525,368,304,85.87865,0.3,0.353,34
2013-02-03 08:00:00,27000,-6.871,0.855,0.312,2.71,0.956,309.5,14.93,0,-0.6,-0.209,1.925,474,282.1,85.83124,0.312,0.365,34
2013-02-03 09:00:00,27001,-2.473,0.704,0.358,14.11,1.328,268.4,20.29,0,-0.636,-0.214,2.525,496,256.5,85.78625,0.358,0.511,34
2013-02-03 10:00:00,27002,0.988,0.568,0.372,23.33,1.311,287,24.1,0,-0.658,-0.222,2.6,555,260.9,85.72348,0.372,0.658,34
2013-02-03 11:00:00,27003,4.61,0.445,0.376,29.59,1.006,271.9,23.13,0,-0.645,-0.235,2.45,615,253.1,85.63319,0.377,0.851,34
2013-02-03 12:00:00,27004,7.187,0.349,0.353,30.28,0.982,224.6,25.22,0,-0.613,-0.245,2.675,718,228.9,85.52074,0.353,1.015,34
2013-02-03 13:00:00,27005,8.85,0.298,0.338,27.32,0.774,232.1,34.35,0,-0.581,-0.249,2.225,750,214.7,85.38226,0.338,1.137,34
2013-02-03 14:00:00,27006,9.63,0.275,0.329,19.48,0.605,168.6,29.44,0,-0.55,-0.251,1.85,780,240,85.24033,0.33,1.198,34
2013-02-03 15:00:00,27007,9.38,0.275,0.324,14.09,0.529,110,14.57,0,-0.521,-0.249,1.775,884,84.2,85.17981,0.324,1.178,34
2013-02-03 16:00:00,27008,8.87,0.316,0.359,8.11,0.937,131.5,10.72,0,-0.494,-0.248,2,927,141.3,85.1664,0.359,1.138,34
2013-02-03 17:00:00,27009,7.515,0.348,0.361,2.642,0.053,50.05,1.142,0,-0.472,-0.242,0.95,1018,13.01,85.15764,0.361,1.038,34
2013-02-03 18:00:00,27010,4.634,0.43,0.365,0.179,0.908,283.8,13.44,0,-0.45,-0.237,3.35,1067,324.7,85.16531,0.365,0.853,34
2013-02-03 19:00:00,27011,2.337,0.495,0.357,0,1.265,284.6,31.32,0,-0.436,-0.229,3.725,1122,320.4,85.18025,0.357,0.724,34
2013-02-03 20:00:00,27012,1.88,0.502,0.35,0,1.313,292.8,39.04,0,-0.427,-0.221,3.275,1168,16.14,85.19194,0.35,0.7,34
2013-02-03 21:00:00,27013,-0.807,0.577,0.33,0,0.949,318.6,50.52,0,-0.408,-0.215,3.275,1255,74.14,85.20927,0.33,0.579,34
2013-02-03 22:00:00,27014,-1.315,0.499,0.272,0,1.485,346.4,22.06,0,-0.402,-0.211,2.975,1278,0.673,85.28542,0.272,0.557,34
2013-02-03 23:00:00,27015,-0.676,0.416,0.238,0,2.036,303.3,37.85,0,-0.397,-0.206,5,1340,14.18,85.29971,0.238,0.585,34
2013-02-04 00:00:00,27016,-2.193,0.468,0.243,0,2.21,288.3,18.93,0,-0.403,-0.202,3.65,1401,299.2,85.32628,0.243,0.52,35
2013-02-04 01:00:00,27017,-3.595,0.642,0.3,0,0.515,237.4,20.98,0,-0.41,-0.2,3.125,7,174.5,85.34238,0.3,0.468,35
2013-02-04 02:00:00,27018,-4.897,0.747,0.316,0,0.626,227.9,17.6,0,-0.416,-0.194,2.225,63,255.6,85.36744,0.316,0.427,35
2013-02-04 03:00:00,27019,-6.801,0.835,0.307,0,1.32,112.7,14.53,0,-0.431,-0.19,2.975,155,159.3,85.41743,0.307,0.368,35
2013-02-04 04:00:00,27020,-7.083,0.871,0.313,0,0.412,150.4,12.28,0,-0.457,-0.19,1.55,202,178.6,85.3911,0.313,0.359,35
2013-02-04 05:00:00,27021,-8.07,0.878,0.293,0,1.004,16.93,18.61,0,-0.486,-0.19,2.375,263,14.31,85.39799,0.292,0.333,35
2013-02-04 06:00:00,27022,-7.748,0.85,0.29,0,1.149,310.2,21.6,0,-0.52,-0.185,2.375,310,315.3,85.40881,0.29,0.342,35
2013-02-04 07:00:00,27023,-6.833,0.783,0.287,0.024,0.601,277.3,19.66,0,-0.561,-0.181,1.925,399,258.8,85.41576,0.287,0.367,35
2013-02-04 08:00:00,27024,-7.582,0.814,0.282,4.441,1.352,307.3,15.31,0,-0.604,-0.181,3.05,445,288,85.39073,0.282,0.347,35
2013-02-04 09:00:00,27025,-1.987,0.642,0.335,11.7,0.426,299.8,16.94,0,-0.649,-0.184,1.7,484,308.6,85.38053,0.335,0.533,35
2013-02-04 10:00:00,27026,1.54,0.496,0.338,12.98,0.297,230.6,18.67,0,-0.673,-0.196,1.625,557,226.5,85.34428,0.338,0.684,35
2013-02-04 11:00:00,27027,5.197,0.419,0.37,29.81,1.176,171.9,27.75,0,-0.659,-0.211,3.425,624,184.9,85.35424,0.37,0.887,35
2013-02-04 12:00:00,27028,7.475,0.355,0.367,32.65,2.079,151.6,27.94,0,-0.625,-0.221,4.325,672,113.6,85.29571,0.367,1.037,35
2013-02-04 13:00:00,27029,10.41,0.277,0.349,34.39,1.135,175.2,25.25,0,-0.592,-0.224,3.05,751,157.3,85.16542,0.349,1.264,35
2013-02-04 14:00:00,27030,12.14,0.2,0.281,32.09,1.573,204.6,30.94,0,-0.559,-0.234,3.65,795,217,85.05305,0.281,1.417,35
2013-02-04 15:00:00,27031,12.33,0.157,0.226,15.29,0.474,116.2,23.69,0,-0.527,-0.233,2,886,95.4,84.99915,0.226,1.434,35
2013-02-04 16:00:00,27032,10.66,0.204,0.261,6.934,1.66,116.5,9.68,0,-0.495,-0.23,2.6,923,125.5,84.97939,0.261,1.284,35
2013-02-04 17:00:00,27033,9.06,0.229,0.264,4.72,2.101,94.5,22.64,0,-0.469,-0.228,3.65,986,90,84.97819,0.264,1.153,35
2013-02-04 18:00:00,27034,6.575,0.265,0.257,0.311,0.759,59.47,24.36,0,-0.452,-0.222,2,1058,18.38,85.03402,0.258,0.977,35
2013-02-04 19:00:00,27035,3.453,0.327,0.256,0.001,0.574,178.3,18.93,0,-0.433,-0.211,3.2,1096,145.6,85.06837,0.256,0.783,35
2013-02-04 20:00:00,27036,0.889,0.426,0.276,0,1.516,238.6,22.79,0,-0.412,-0.203,2.75,1177,227,85.08373,0.276,0.653,35
2013-02-04 21:00:00,27037,1.687,0.409,0.281,0,2.816,123.6,16.48,0,-0.406,-0.195,8.37,1241,154.8,85.13681,0.281,0.694,35
2013-02-04 22:00:00,27038,1.31,0.457,0.307,0,1.964,156.9,9.66,0,-0.405,-0.196,4.625,1273,154.8,85.13763,0.307,0.672,35
2013-02-04 23:00:00,27039,-2.006,0.587,0.308,0,1.76,20.99,27.86,0,-0.397,-0.191,3.65,1377,16.82,85.22426,0.308,0.53,35
2013-02-05 00:00:00,27040,-3.102,0.641,0.312,0,1.815,34.14,26,0,-0.392,-0.181,3.125,1395,3.196,85.25869,0.311,0.486,36
2013-02-05 01:00:00,27041,-3.797,0.664,0.306,0,0.983,15.86,32.96,0,-0.391,-0.181,2.975,40,256.1,85.21571,0.306,0.462,36
2013-02-05 02:00:00,27042,-5.109,0.722,0.302,0,0.767,342.9,31.58,0,-0.396,-0.176,2.75,82,258.7,85.23114,0.301,0.418,36
2013-02-05 03:00:00,27043,-5.792,0.751,0.298,0,1.139,302.3,15.76,0,-0.402,-0.171,2.825,154,330.5,85.29743,0.298,0.397,36
2013-02-05 04:00:00,27044,-5.933,0.756,0.297,0,1.205,318,23.71,0,-0.42,-0.171,2.225,185,354.5,85.33288,0.296,0.392,36
2013-02-05 05:00:00,27045,-6.878,0.796,0.291,0,0.553,302.3,8.81,0,-0.44,-0.169,2.225,276,309.2,85.38921,0.29,0.365,36
2013-02-05 06:00:00,27046,-7.497,0.812,0.283,0,1.199,316.5,26.36,0,-0.464,-0.162,4.175,343,337.5,85.4116,0.282,0.348,36
2013-02-05 07:00:00,27047,-7.729,0.819,0.28,0.022,1.382,311.2,26.04,0,-0.495,-0.161,3.2,376,315.3,85.47939,0.28,0.342,36
2013-02-05 08:00:00,27048,-5.747,0.761,0.303,3.596,1.302,276,20.61,0,-0.53,-0.156,3.2,452,261.8,85.55416,0.303,0.4,36
2013-02-05 09:00:00,27049,-2.243,0.67,0.347,14.43,0.718,183.4,27.19,0,-0.569,-0.162,2.225,502,217.9,85.60658,0.347,0.52,36
2013-02-05 10:00:00,27050,1.585,0.534,0.365,20.9,1.166,88.6,32.22,0,-0.599,-0.177,2.825,565,71.59,85.65758,0.365,0.686,36
2013-02-05 11:00:00,27051,4.104,0.437,0.356,27.05,2.404,102,15.6,0,-0.591,-0.179,4.625,658,117.7,85.70477,0.356,0.822,36
2013-02-05 12:00:00,27052,7.966,0.321,0.343,33.92,4.667,125.8,13.74,0,-0.563,-0.186,6.8,678,95,85.62166,0.343,1.072,36
2013-02-05 13:00:00,27053,10.26,0.281,0.351,33.88,5.812,143.2,10.42,0,-0.537,-0.191,9.05,752,147.9,85.48515,0.351,1.25,36
2013-02-05 14:00:00,27054,12.18,0.24,0.341,30.99,5.688,147.5,10.99,0,-0.514,-0.198,8.22,783,147.9,85.31863,0.341,1.42,36
2013-02-05 15:00:00,27055,12.47,0.241,0.348,18.02,5.432,140.5,10.01,0,-0.491,-0.202,7.925,868,117,85.21185,0.348,1.446,36
2013-02-05 16:00:00,27056,12.31,0.253,0.362,10.18,4.017,112.8,8.57,0,-0.467,-0.197,6.575,905,121.1,85.16576,0.362,1.432,36
2013-02-05 17:00:00,27057,10.06,0.294,0.361,3.19,2.456,68.44,9.46,0,-0.447,-0.192,3.875,977,56.08,85.12968,0.361,1.235,36
2013-02-05 18:00:00,27058,6.908,0.358,0.355,0.273,2.17,48.44,7.436,0,-0.43,-0.189,3.5,1024,77.78,85.09512,0.355,0.998,36
2013-02-05 19:00:00,27059,5.337,0.397,0.355,0.008,1.541,18.53,6.529,0,-0.411,-0.181,2.6,1139,0.024,85.06022,0.355,0.893,36
2013-02-05 20:00:00,27060,3.351,0.471,0.365,0.01,2.169,321,9.06,0,-0.402,-0.174,3.425,1153,305.5,85.07507,0.365,0.778,36
2013-02-05 21:00:00,27061,2.441,0.519,0.378,0,1.314,293.8,15.41,0,-0.399,-0.172,2.9,1260,300.3,85.05009,0.378,0.728,36
2013-02-05 22:00:00,27062,1.754,0.557,0.386,0,1.679,304.1,10.55,0,-0.391,-0.171,3.8,1265,305.1,85.05446,0.386,0.694,36
2013-02-05 23:00:00,27063,1.15,0.576,0.382,0,1.057,299.5,7.789,0,-0.385,-0.163,2.45,1358,313.3,85.02951,0.383,0.664,36
2013-02-06 00:00:00,27064,0.851,0.584,0.379,0,1.72,333.4,9.86,0,-0.374,-0.161,2.525,1382,315.4,85.00253,0.379,0.65,37
2013-02-06 01:00:00,27065,0.256,0.609,0.379,0,1.512,336.6,20.57,0,-0.369,-0.159,2.525,49,334.1,84.98885,0.379,0.623,37
2013-02-06 02:00:00,27066,-0.606,0.633,0.37,0,1.836,320,12.34,0,-0.368,-0.153,3.05,70,311,84.95779,0.37,0.584,37
2013-02-06 03:00:00,27067,-0.827,0.632,0.363,0,0.903,340.8,20.2,0,-0.367,-0.148,2.075,155,339.9,84.96994,0.363,0.575,37
